JOBID;STEPID;NODENAME;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;ITER_TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DPOPS_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC;LOOPID;LOOP_NEST_LEVEL;LOOP_SIZE;TIMESTAMP;ELAPSED;DATE
6805089;0;gcn7;2397333;2194678;2400000;1.001109;3.340684;12.424853;15.331801;0.000000;0.000000;632.418837;120.570254;281.627390;41268480217;12353304406;0.348403;304914430;327330967;0;73242;0;28337760;1664819536;173001;0;0;1794461984;51.444909;319090;1215000;2;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773191;21;30-06-2024 20:46:31
6805089;0;gcn7;2378666;2194933;2400000;1.002409;0.884581;3.080795;7.916499;0.000000;0.000000;708.149210;113.414088;272.679467;22785203813;25758185273;0.000852;809348035;628865624;0;1974755;0;8976;3908960;2405243;0;0;242656;127.718455;1410000;1215000;51;29;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773201;31;30-06-2024 20:46:41
6805089;0;gcn7;2388000;2194762;2400000;1.001309;0.915167;1.797610;4.625107;0.000000;0.000000;736.459196;111.051926;271.706222;23577330269;25762878008;0.000600;639925333;364767715;0;2681410;0;3992;2052032;1129441;0;0;137656;160.606545;1410000;1215000;61;46;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773211;41;30-06-2024 20:46:51
6805089;0;gcn7;2388000;2194847;2400000;1.001909;0.913953;1.838580;4.735473;0.000000;0.000000;735.030973;111.332837;272.020708;23584835737;25805303207;0.000739;640917431;364768546;0;2709606;0;3176;3536192;1128216;0;0;25264;160.625455;1410000;1215000;61;46;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773221;51;30-06-2024 20:47:01
6805089;0;gcn7;2386666;2194815;2400000;1.001309;0.923786;1.815641;4.628758;0.000000;0.000000;666.378910;111.133752;271.688972;23581635749;25527162949;0.000780;643122473;363901842;0;2204220;0;2832;4444768;1130956;0;0;22792;159.711909;1410000;1215000;61;45;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773231;61;30-06-2024 20:47:11
6805089;0;gcn7;2381333;2194732;2400000;1.001309;0.921199;1.804052;4.611571;0.000000;0.000000;734.646495;111.362019;271.657638;23578774364;25595757143;0.000540;641198972;362660784;0;2414631;0;1576;1795216;1129203;0;0;70064;160.607000;1410000;1215000;60;46;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773241;71;30-06-2024 20:47:21
6805089;0;gcn7;2397333;2194925;2400000;1.001409;0.916540;1.827722;4.696160;0.000000;0.000000;737.670843;111.465208;272.062437;23582814377;25730260902;0.000777;639182781;363208266;0;2920137;0;1024;3737328;1120477;0;0;0;160.182727;1410000;1215000;64;44;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773251;81;30-06-2024 20:47:31
6805089;0;gcn7;2386666;2194825;2400000;1.001209;0.927271;1.813017;4.604298;0.000000;0.000000;735.322216;111.336247;271.646191;23577232868;25426477295;0.000543;642992663;363991636;0;2154656;0;1328;2145296;1129688;0;0;7488;166.781818;1410000;1215000;60;46;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773261;91;30-06-2024 20:47:41
6805089;0;gcn7;2382666;2194987;2400000;1.001109;0.932049;1.829060;4.622739;0.000000;0.000000;732.403911;111.309009;271.680359;23582586275;25301869347;0.000565;645989744;365638128;0;1692734;0;1048;2824928;1134983;0;0;1504;171.120091;1410000;1215000;60;45;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773271;101;30-06-2024 20:47:51
6805089;0;gcn7;2397333;2194932;2400000;1.001609;0.901998;1.791793;4.679881;0.000000;0.000000;679.390065;111.350314;280.973188;23596652225;26160434845;0.000962;634411315;358977483;0;3696683;0;448;4817744;1115229;0;0;9352;159.827545;1410000;1215000;61;46;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773281;111;30-06-2024 20:48:01
