NODENAME;JOBID;STEPID;USERID;GROUPID;JOBNAME;USER_ACC;ENERGY_TAG;POLICY;POLICY_TH;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;CPU-GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DP_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC
gcn48;6805092;0;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2376000;2194839;2400000;459.653831;0.922493;1.054242;2.693899;0.186164;0.000000;962.929278;120.593207;249.996877;1083515225946;1174551275670;0.008045;28543869794;16034476739;0;141373357;0;30756272;1741928048;51356817;6;0;1732628976;152.275839;1358638;1215000;61;43;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;1;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2378666;2194838;2400000;451.662806;0.930061;1.056475;2.673363;0.189466;0.000000;964.567936;120.546468;250.052378;1062978842547;1142912673453;0.008186;28117774898;15809339975;0;134126053;0;29101400;1757457728;50070320;6;0;1726373040;151.296667;1367321;1215000;60;42;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;2;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2381333;2194836;2400000;431.627729;0.929202;1.047738;2.665159;0.198223;0.000000;965.952195;120.544567;249.755871;1020211069470;1097943208755;0.008647;26769846047;15014229273;0;126819194;0;28513552;1798477232;48565690;6;0;1730035328;150.247568;1365311;1215000;61;43;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;3;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2380000;2194839;2400000;423.601701;0.943720;1.089902;2.735111;0.202002;0.000000;959.508210;120.556855;249.989708;1003201509425;1063029232949;0.008947;25969629090;14765296351;0;122576885;0;31579184;1793316080;46958714;0;0;1795531080;151.838956;1362056;1215000;59;42;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;4;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2376000;2194835;2400000;420.604688;0.931011;1.063462;2.590988;0.203448;0.000000;960.556020;120.346211;249.745713;954052725929;1024748785400;0.008801;24950340234;14362441523;0;123899836;0;31041240;1691775216;45059228;6;0;1809832648;147.841503;1310923;1215000;58;41;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;5;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2378666;2194832;2400000;519.769083;0.930939;1.351644;2.588275;0.164839;0.000000;933.255125;120.287853;249.403048;926573397079;995310523365;0.006936;24041942637;13739488239;0;125936282;0;26459656;1779499744;43695726;14;0;1629366704;125.260059;1071376;1215000;45;32;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;6;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2376000;2194835;2400000;791.094170;0.731823;1.092971;2.593853;0.108739;0.000000;971.015438;120.097487;249.333565;1373950841124;1877435105223;0.006157;31177375792;17493940437;0;1093766116;0;29106080;1847095520;54666541;6;0;1845760488;158.889316;1062180;1215000;68;60;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;7;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2377333;2194835;2400000;569.862285;0.696470;0.809609;2.755348;0.150578;0.000000;1015.108360;120.645783;249.927665;1350745088715;1939416453911;0.008807;30535635567;17353905054;0;1224242107;0;32290824;1802614768;53370741;6;0;1906143880;199.779519;1368490;1215000;92;81;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;8;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2376000;2194834;2400000;566.834276;0.702765;0.911327;2.822056;0.151386;0.000000;1001.845614;120.929311;250.089602;1233552431048;1755284258056;0.008569;27761664472;15980592929;0;1096584079;0;34360008;1736563264;49046782;0;0;1940423000;188.039186;1275639;1215000;85;74;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;9;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2377333;2194832;2400000;581.826333;0.691172;0.885211;2.753005;0.147500;0.000000;1001.131145;120.612809;249.986465;1250662491275;1809479826952;0.008388;28012129320;15920265445;0;1164855484;0;31431456;1826156032;49382261;6;0;1808462032;185.365709;1261622;1215000;84;74;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;10;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2376000;2194838;2400000;493.714980;0.713172;0.861659;2.862713;0.173691;0.000000;1014.081085;120.626100;250.312869;1169803971214;1640282224395;0.009583;26572634613;14861543549;0;1000836963;0;33359608;1827990720;46305938;14;0;1822869064;198.653697;1368695;1215000;91;80;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;11;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2376000;2194834;2400000;517.778078;0.714836;0.899965;2.865564;0.165683;0.000000;1009.384245;120.748904;250.275056;1178513103608;1648648515226;0.009500;26674299906;15106822032;0;997116574;0;31573896;1895994960;46935318;6;0;1947145936;194.388661;1316735;1215000;88;77;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;12;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2377333;2194837;2400000;640.884580;0.931227;1.020038;2.486853;0.133934;0.000000;900.936749;120.459241;249.888540;1455021036824;1562477284446;0.000369;42365892783;21851900367;0;10862470;0;0;164066176;61716181;6;0;1504;93.363319;1378151;1215000;28;12;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;13;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2376000;2194837;2400000;577.781320;0.918777;0.136524;0.340828;0.148466;0.000000;637.193858;117.546405;242.560227;1325255364633;1442412418284;0.000394;38787900968;19556298861;0;10413258;0;0;160018400;57226301;14;0;1504;94.345913;1383199;1215000;29;13;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;14;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2376000;2194837;2400000;489.711966;0.920630;0.118284;0.290157;0.174993;0.000000;635.864491;117.444895;242.474565;1105942860887;1201289678583;0.000436;32160617963;16702688206;0;8635517;0;0;157443328;47605726;14;0;1512;93.175299;1355255;1215000;28;13;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;15;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2376000;2194838;2400000;531.738134;0.935622;0.144869;0.359339;0.161254;0.000000;637.128189;117.532297;242.513216;1234035216298;1318945946665;0.000413;35648201542;18491365048;0;9382440;0;0;158211696;52202842;0;0;1504;93.973576;1391919;1215000;29;13;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;16;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2376000;2194831;2400000;527.702116;0.925787;0.138840;0.347994;0.162502;0.000000;637.409986;117.759998;242.600393;1224490616272;1322648510750;0.000408;35557510445;18621882309;0;9463418;0;0;153313312;52408352;0;0;1512;93.997839;1391923;1215000;29;13;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn48;6805092;17;pdereus; ;2_Pruning;gusr68568; ;monitoring;0.000000;2377333;2194831;2400000;529.739116;0.937168;0.186397;0.432236;0.161892;0.000000;633.109857;117.770461;242.386236;1151227275327;1228411269072;0.000417;33156306904;17263044196;0;8723033;0;0;163337120;48608125;0;0;1160;90.997980;1312993;1215000;27;12;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
