NODENAME;JOBID;STEPID;USERID;GROUPID;JOBNAME;USER_ACC;ENERGY_TAG;POLICY;POLICY_TH;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;CPU-GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DP_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC
gcn56;6805097;0;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2388392;2194825;2400000;467.215002;0.935173;0.209485;0.525817;0.183169;0.000000;489.465825;49.955715;123.116749;1091865804525;1167555395980;0.008051;28626561488;16247200441;0;136014915;0;33095256;1735878624;51457233;14;0;1805057656;157.797858;1351052;1215000;59;42;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;1;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2390861;2194823;2400000;547.781694;0.913087;0.231363;0.482589;0.156405;0.000000;465.164281;50.857302;122.599904;1039399242785;1138335766124;0.007033;28196477429;15790174230;0;133674128;0;35934288;1805860336;50224088;14;0;1826849952;139.303885;1152473;1215000;49;35;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;2;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2390171;2194830;2400000;427.739670;0.919696;0.190311;0.489658;0.200025;0.000000;501.320588;52.212869;125.952652;1007337785561;1095294478046;0.008851;27077645430;15471313399;0;125618702;0;31302040;1691693328;48427926;6;0;1888761232;160.094391;1383017;1215000;61;43;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;3;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2389669;2194832;2400000;421.573619;0.937680;0.191546;0.483468;0.202954;0.000000;500.595181;53.533129;128.728357;992924758918;1058916567109;0.008857;26410745339;15292857646;0;121423569;0;32785080;1668679520;46761047;6;0;1863868800;156.620362;1382379;1215000;59;42;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;4;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2390545;2194833;2400000;450.622866;0.912918;0.199728;0.453629;0.189966;0.000000;475.267836;50.949340;122.764390;930114012457;1018836190328;0.007910;25206438074;14409443708;0;120190085;0;30206128;1713809360;45134526;6;0;1655002824;147.261805;1230540;1215000;53;38;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;5;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2390435;2194826;2400000;386.582317;0.919134;0.275800;0.706311;0.221294;0.000000;494.240772;51.175524;123.118756;905152269101;984788012871;0.009320;24115672410;13561607904;0;117235369;0;30763840;1679246288;43525078;6;0;1731897696;159.268430;1366962;1215000;60;43;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;6;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2390238;2194828;2400000;573.803922;0.714021;0.171678;0.568376;0.149532;0.000000;571.656782;51.562880;125.096214;1351607209326;1892952208825;0.008581;31677722010;18225874435;0;1124131043;0;30023848;1912962304;54627526;14;0;1801711712;210.912107;1379186;1215000;94;82;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;7;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2390156;2194827;2400000;559.771801;0.715156;0.115128;0.382144;0.153265;0.000000;571.231312;50.600567;122.881457;1323978143451;1851314114761;0.008885;30980031983;17733432266;0;1097227364;0;32494952;1829030384;53557543;6;0;1960900424;211.937962;1388947;1215000;94;82;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;8;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2390814;2194823;2400000;513.743410;0.741211;0.193828;0.618825;0.166922;0.000000;572.820103;50.897930;123.100881;1210929093378;1633716510705;0.009411;28235896254;16384019046;0;915473833;0;34783544;1880253872;48860812;0;0;1955363744;209.712699;1381566;1215000;93;83;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;9;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2389865;2194827;2400000;518.751455;0.704040;0.119433;0.401002;0.165327;0.000000;579.275981;51.227224;126.686261;1221445010459;1734907389219;0.009285;28434057879;16098165551;0;1054749596;0;30411536;1877971936;49338610;6;0;1803907968;206.970811;1374037;1215000;93;82;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;10;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2390765;2194824;2400000;493.699238;0.744216;0.260912;0.814438;0.173686;0.000000;568.844702;53.064023;125.466212;1142182916510;1534747281575;0.009216;26176042239;15370993220;0;843368523;0;32972960;1846537072;46093365;6;0;1780858832;205.293955;1358086;1215000;91;80;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;11;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2390603;2194823;2400000;489.714204;0.710833;0.253913;0.845592;0.175106;0.000000;565.583505;50.977872;122.991985;1154464598579;1624101929682;0.009721;26628811419;15382338232;0;967261883;0;34426496;1840920304;46479043;6;0;1871493224;207.069711;1382093;1215000;93;81;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;12;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2390968;2194826;2400000;649.902590;0.915393;0.113978;0.275007;0.132086;0.000000;402.299825;50.882705;122.856302;1430917270771;1563172543240;0.000360;41405655315;21005235281;0;11309307;0;0;160876000;61556021;6;0;336;99.900893;1333308;1215000;27;12;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;13;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2389691;2194823;2400000;580.792004;0.933143;0.098639;0.245682;0.147686;0.000000;399.889427;49.646225;122.856825;1345140121653;1441515969468;0.000403;39181373104;20321644892;0;10188353;0;0;166701936;57049470;6;0;1160;101.190647;1384716;1215000;28;13;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;14;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2389872;2194828;2400000;517.712453;0.920671;0.133516;0.311355;0.165579;0.000000;401.758918;54.598613;125.125943;1107134524320;1202530656536;0.000425;32185212113;16723540729;0;8700222;0;0;163764848;47643663;6;0;1504;97.240888;1286250;1215000;26;12;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;15;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2390745;2194824;2400000;565.782868;0.930204;0.106414;0.249012;0.151618;0.000000;397.713973;50.716026;122.819311;1227107064718;1319181085280;0.000405;35475927141;18533425815;0;9502234;0;0;167307728;52242400;14;0;1504;97.841869;1307982;1215000;27;12;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;16;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2389826;2194828;2400000;532.720581;0.935045;0.101408;0.252741;0.160965;0.000000;400.333103;50.703747;122.864442;1236736957645;1322649828873;0.000422;35765443559;18747945662;0;9420689;0;0;162859488;52686609;6;0;1160;100.766096;1392155;1215000;28;13;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn56;6805097;17;pdereus; ;5_Pruning;gusr68568; ;monitoring;0.000000;2390031;2194821;2400000;498.673279;0.941907;0.095771;0.236569;0.171889;0.000000;439.685491;57.211346;141.372209;1155498662648;1226765019048;0.000443;33251445435;17441995911;0;8669279;0;0;163341504;48715156;6;0;1504;101.023104;1390231;1215000;28;12;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
