JOBID;STEPID;NODENAME;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;ITER_TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DPOPS_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC;LOOPID;LOOP_NEST_LEVEL;LOOP_SIZE;TIMESTAMP;ELAPSED;DATE
6805092;0;gcn48;2396000;2194900;2400000;1.001704;0.635916;3.073670;2.232783;0.000000;0.000000;785.398681;119.967006;248.147500;4627307694;7276604757;0.000034;73405073;42881242;0;561;0;0;0;343274;0;0;0;47.051636;210000;1215000;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773213;12;30-06-2024 20:46:53
6805092;0;gcn48;2385333;2194810;2400000;1.002804;2.430797;8.636020;15.904579;0.000000;0.000000;891.952964;131.717535;260.025667;44892440751;18468201320;0.339532;642764126;687905028;0;649055;0;30725632;1639311872;1733797;0;0;1732403608;60.218636;537272;1215000;19;4;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773223;22;30-06-2024 20:47:03
6805092;0;gcn48;2364000;2194699;2400000;1.001304;0.912216;0.946964;2.444630;0.000000;0.000000;983.402643;120.485026;249.737075;23579963779;25849110561;0.000740;638403161;354819494;0;2479602;0;5528;3786512;1134852;0;0;0;154.750182;1410000;1215000;62;46;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773233;32;30-06-2024 20:47:13
6805092;0;gcn48;2397333;2194940;2400000;1.002004;0.911874;0.744258;1.923045;0.000000;0.000000;986.499056;119.724714;249.395542;23608591303;25890186517;0.000546;638697879;354208622;0;2472466;0;5616;1856336;1137776;0;0;0;153.186500;1410000;1215000;63;45;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773243;42;30-06-2024 20:47:23
6805092;0;gcn48;2381333;2194870;2400000;1.001204;0.904925;0.837284;2.179396;0.000000;0.000000;986.970786;120.120560;249.594344;23582961783;26060692620;0.000720;638944516;352815511;0;2935302;0;2936;3138816;1131704;0;0;0;155.323364;1410000;1215000;65;45;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773253;52;30-06-2024 20:47:33
6805092;0;gcn48;2377333;2194806;2400000;1.001504;0.913456;0.872076;2.248622;0.000000;0.000000;985.850281;120.341876;249.602521;23588608898;25823465744;0.000653;641206968;354142974;0;2330111;0;1400;3067408;1138544;0;0;0;155.462636;1410000;1215000;62;45;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773263;62;30-06-2024 20:47:43
6805092;0;gcn48;2398666;2194748;2400000;1.001304;0.911072;0.833575;2.154268;0.000000;0.000000;891.640301;120.336069;249.787766;23576214891;25877430576;0.000622;639865074;353626365;0;2607199;0;3072;2465200;1134827;0;0;13080;154.887091;1410000;1215000;62;46;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773273;72;30-06-2024 20:47:53
6805092;0;gcn48;2340000;2194952;2400000;1.001104;0.901235;0.741572;1.939072;0.000000;0.000000;993.521153;119.887731;249.379159;23591606881;26176973713;0.000646;637153455;351596878;0;3101512;0;944;2206496;1132828;0;0;26608;155.611727;1410000;1215000;64;45;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773283;82;30-06-2024 20:48:03
6805092;0;gcn48;2389333;2194687;2400000;1.001504;0.913349;0.923164;2.380064;0.000000;0.000000;983.918187;120.466548;249.853511;23583000070;25820354309;0.000558;640928074;353785881;0;2287848;0;952;2155536;1139290;0;0;1880;153.816091;1410000;1215000;62;45;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773293;92;30-06-2024 20:48:13
6805092;0;gcn48;2390666;2195080;2400000;1.001404;0.913546;0.824546;2.126295;0.000000;0.000000;986.508041;120.007614;249.853400;23591117357;25823674318;0.000646;641561392;353205051;0;2300344;0;1464;3027824;1138623;0;0;0;154.191083;1410000;1215000;61;46;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1719773303;102;30-06-2024 20:48:23
