NODENAME;JOBID;STEPID;USERID;GROUPID;JOBNAME;USER_ACC;ENERGY_TAG;POLICY;POLICY_TH;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;CPU-GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DP_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC
gcn37;6695555;0;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2377333;2194822;2400000;976.511247;0.950487;18.399842;44.327978;0.085735;0.000000;1001.404924;164.413946;284.587852;2236080093594;2352562049387;0.003794;53675203934;25878605884;0;9278300;0;30580400;1787405808;74242805;6;0;1803701112;87.078110;1350165;1215000;23;4;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn37;6695555;1;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2380000;2194826;2400000;930.471858;0.938180;16.453703;41.489140;0.089926;0.000000;985.790560;161.926960;282.613278;2201203639167;2346248566359;0.003912;53881291987;25043107854;0;9639498;0;31242248;1776836448;74329955;14;0;1748338000;89.237845;1397997;1215000;24;4;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn37;6695555;2;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2377333;2194826;2400000;930.467882;0.939904;14.590507;36.825411;0.089928;0.000000;1080.181841;158.107371;277.794642;2207304162591;2348435290126;0.003902;54008342409;25725316399;0;9428715;0;32397672;1747285040;74239293;6;0;1767319904;88.981047;1397699;1215000;24;4;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn37;6695555;3;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2377333;2194826;2400000;937.467959;0.939435;15.741644;39.526211;0.089267;0.000000;1095.866910;160.146196;279.326945;2211354097455;2353919126898;0.003969;54105071787;26482442690;0;9437920;0;32159024;1765025024;74119716;14;0;1840112312;88.515924;1396677;1215000;24;4;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn37;6695555;4;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2378666;2194826;2400000;933.437941;0.944031;15.971625;40.196045;0.089646;0.000000;1135.188816;160.920538;280.391049;2217715145284;2349198196559;0.004129;53767038216;25589655613;0;9396563;0;33515640;1869578736;74148144;6;0;1867783496;89.664540;1394496;1215000;24;4;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn37;6695555;5;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2377333;2194823;2400000;3548.311104;1.045390;17.719619;39.260449;0.024287;0.000000;1103.717081;160.368561;279.897793;8218658945496;7861810275957;0.001529;192709460098;162520923137;0;350573873;0;32744944;2922231056;272134282;14;0;1848514128;75.823733;1385243;1215000;22;1;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn37;6695555;6;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2377333;2194812;2400000;3565.317155;1.035735;18.212798;40.253625;0.024175;0.000000;1084.632023;161.031509;279.976163;8161597436963;7880005210068;0.001514;189430084542;164323927122;0;374074890;0;30106928;2966791360;271954135;0;0;1754109888;75.570890;1371131;1215000;22;1;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn37;6695555;7;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2381333;2194825;2400000;3545.292082;1.028822;16.271417;36.037442;0.024308;0.000000;1042.268519;157.632832;275.286126;8078317157613;7852005529677;0.001501;191624354078;163018708435;0;345660671;0;31422584;2944376640;272161657;14;0;1726378536;75.435985;1363876;1215000;22;1;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn37;6695555;8;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2377333;2194823;2400000;3458.111296;1.024887;16.145178;36.758267;0.024898;0.000000;1045.300675;158.321374;275.806994;8069139348769;7873197594870;0.001567;188838441422;161991541928;0;388218734;0;30435352;2923695456;272195446;6;0;1805543824;76.252853;1394334;1215000;22;1;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn37;6695555;9;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2381333;2194824;2400000;3485.327353;1.061907;15.539374;34.507655;0.024515;0.000000;1034.428166;156.171119;274.288870;8218865731320;7739724423783;0.001542;191664690438;162326204757;0;329401008;0;31281416;2993713680;268430641;14;0;1750033448;76.297410;1407234;1215000;22;1;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
