NODENAME;JOBID;STEPID;USERID;GROUPID;JOBNAME;USER_ACC;ENERGY_TAG;POLICY;POLICY_TH;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;CPU-GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DP_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC
gcn21;6692196;0;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2376000;2194816;2400000;1782.660623;0.906838;0.275155;0.717413;0.047398;0.000000;1252.851593;101.299169;246.836379;4214936571011;4647947136988;0.002031;106583040745;48790052031;0;20237932;0;29939072;1713488320;145779402;6;0;1710928816;90.824875;1397927;1215000;25;4;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn21;6692196;1;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2377333;2194815;2400000;1827.723187;0.929104;0.286910;0.728055;0.046259;0.000000;1250.668864;101.463660;246.749549;4309170437909;4637982673449;0.002014;106995534041;49850683261;0;20368325;0;29752288;1810884832;145665950;0;0;1673834184;90.136618;1399351;1215000;25;4;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn21;6692196;2;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2378666;2194816;2400000;1932.805461;0.905771;0.279416;0.671615;0.043798;0.000000;1248.666023;101.390365;246.652941;4207999818193;4645767961591;0.001915;106327766066;49613368557;0;20597722;0;31212480;1766968208;145829887;6;0;1736763480;87.336092;1308605;1215000;23;3;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn21;6692196;3;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2377333;2194816;2400000;1815.706035;0.925624;0.275492;0.704604;0.046565;0.000000;1249.783001;101.198847;246.802963;4298498781567;4643893609802;0.001993;107063976487;50149861551;0;20214205;0;29874344;1761509024;145827166;6;0;1661499952;90.291677;1405303;1215000;25;4;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn21;6692196;4;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2377333;2194817;2400000;1790.609729;0.915504;0.267729;0.692408;0.047203;0.000000;1252.312230;101.122045;246.783414;4239631249168;4630926059637;0.002083;105401403107;48701640564;0;20389809;0;31071096;1697914048;145753497;6;0;1834705872;90.705076;1406174;1215000;25;4;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn21;6692196;5;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2377333;2194816;2400000;6776.021203;1.020934;0.296443;0.683810;0.013173;0.000000;1238.505436;101.297590;246.931442;15957581663516;15630373950302;0.000879;379578769110;322175154179;0;679098409;0;32971696;2909576160;541304179;6;0;1790769792;77.787877;1408728;1215000;22;1;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn21;6692196;6;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2376000;2194816;2400000;6675.854055;1.006880;0.290642;0.680362;0.013358;0.000000;1240.036628;101.173773;246.932652;15734955075260;15627441997647;0.000886;379571207924;323133172175;0;643072867;0;31230616;2977937376;541498276;14;0;1720051584;77.931788;1409013;1215000;23;1;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn21;6692196;7;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2377333;2194816;2400000;6782.875111;1.022759;0.295439;0.680926;0.013163;0.000000;1238.146374;101.223780;246.842119;15988935120235;15633135837709;0.000891;375497117133;323374149280;0;706732069;0;31497136;2954276976;541418665;6;0;1807257024;77.760913;1408902;1215000;23;1;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn21;6692196;8;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2380000;2194816;2400000;6729.881577;1.013120;0.854365;1.986414;0.013262;0.000000;1230.696852;102.642365;249.151698;15852383886283;15647097623276;0.000905;383001055998;319059883195;0;723927909;0;31314752;2961696592;541473716;0;0;1829782128;78.025560;1408887;1215000;23;1;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn21;6692196;9;pdereus; ;Quan_3B;gusr68568; ;monitoring;0.000000;2378666;2194816;2400000;6838.665808;1.021379;1.395770;3.182510;0.013068;0.000000;1215.439332;103.999941;250.901080;15926272768688;15592909473260;0.000862;376845733085;333269359338;0;636539202;0;30950616;2930597552;541617339;6;0;1753404136;77.598133;1400074;1215000;22;1;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
