NODENAME;JOBID;STEPID;USERID;GROUPID;JOBNAME;USER_ACC;ENERGY_TAG;POLICY;POLICY_TH;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;CPU-GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DP_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC
gcn50;6693329;0;pdereus; ;Quan_7B;gusr68568; ;monitoring;0.000000;2376000;2194838;2400000;1940.106359;0.903307;0.261790;0.689839;0.043674;0.000000;1200.642212;108.377692;251.305654;4618022021150;5112349726004;0.002165;113742856553;54543060978;0;65502149;0;34971576;2040121536;156893475;14;0;1902120936;109.287721;1401935;1215000;36;8;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn50;6693329;1;pdereus; ;Quan_7B;gusr68568; ;monitoring;0.000000;2380000;2194837;2400000;1909.956287;0.891442;0.247231;0.660217;0.044350;0.000000;1202.503382;108.142772;251.349979;4546732822219;5100427139702;0.002069;112816451644;53869207521;0;66273772;0;34162424;1758491696;156908389;6;0;1935399112;109.650238;1406093;1215000;37;8;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn50;6693329;2;pdereus; ;Quan_7B;gusr68568; ;monitoring;0.000000;2376000;2194837;2400000;1912.975277;0.890393;0.233700;0.624563;0.044281;0.000000;1202.655969;108.041241;251.315710;4552066245550;5112423611616;0.002072;114418546247;52896025973;0;66812288;0;33056472;1876452704;157018937;6;0;1830589192;109.749752;1406533;1215000;37;8;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn50;6693329;3;pdereus; ;Quan_7B;gusr68568; ;monitoring;0.000000;2378666;2194839;2400000;1932.818313;0.901796;0.245792;0.648862;0.043838;0.000000;1201.203997;108.043299;251.356899;4601340072033;5102419482275;0.002161;112612267098;54413231672;0;65971757;0;33139712;1837061552;156836220;6;0;2084053120;109.840495;1406122;1215000;37;8;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn50;6693329;4;pdereus; ;Quan_7B;gusr68568; ;monitoring;0.000000;2377333;2194838;2400000;1907.887276;0.889491;0.249221;0.666668;0.044402;0.000000;1202.826256;108.084864;251.241169;4539615693180;5103608746543;0.002182;113355642540;53249892473;0;66392182;0;35979392;1977269408;156668705;14;0;1926730272;109.691239;1404955;1215000;37;8;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn50;6693329;5;pdereus; ;Quan_7B;gusr68568; ;monitoring;0.000000;2376000;2194837;2400000;4697.599534;0.934809;0.239575;0.605952;0.018596;0.000000;1179.502973;108.162471;251.258303;11106959048106;11881531683687;0.000960;268900250899;198891861630;0;290186999;0;29742152;2056953600;350017675;6;0;1785088840;87.178357;1408403;1215000;29;5;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn50;6693329;6;pdereus; ;Quan_7B;gusr68568; ;monitoring;0.000000;2378666;2194838;2400000;4689.606494;0.931790;0.247271;0.627729;0.018629;0.000000;1175.623362;108.451125;251.332533;11093118124224;11905171048056;0.000991;269386043622;196102795636;0;290595256;0;33141560;2177916800;349909691;0;0;1793791696;87.266230;1408228;1215000;29;5;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn50;6693329;7;pdereus; ;Quan_7B;gusr68568; ;monitoring;0.000000;2378666;2194837;2400000;4699.185495;0.934520;0.242930;0.614873;0.018591;0.000000;1171.930150;108.429316;251.264129;11115161393354;11893974368280;0.000957;269788620003;201614711424;0;283027970;0;34607232;1979502528;349966007;14;0;1849848928;87.237919;1408406;1215000;29;5;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn50;6693329;8;pdereus; ;Quan_7B;gusr68568; ;monitoring;0.000000;2377333;2194838;2400000;4719.030550;0.940756;0.246947;0.620889;0.018518;0.000000;1172.032338;108.585025;251.223572;11161965628108;11864886064186;0.000943;270091714481;201647725755;0;258967042;0;32320264;1990295040;350039469;14;0;1820629520;87.165431;1408450;1215000;29;5;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gcn50;6693329;9;pdereus; ;Quan_7B;gusr68568; ;monitoring;0.000000;2377333;2194838;2400000;4739.719691;0.942676;0.246708;0.618707;0.018445;0.000000;1170.611561;108.390370;251.318840;11205127479500;11886511158810;0.000984;267096464069;200183549074;0;292834580;0;35891696;2080544432;350014577;0;0;1904248072;87.026351;1407978;1215000;29;5;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
